,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blue_top_lane_first_tower,blue_mid_lane_first_tower,blue_bot_lane_first_tower,red_top_lane_first_tower,red_mid_lane_first_tower,red_bot_lane_first_tower,blue_earth_dragon,blue_air_dragon,blue_fire_dragon,blue_water_dragon,blue_elder_dragon,red_earth_dragon,red_air_dragon,red_fire_dragon,red_water_dragon,red_elder_dragon
97,0,17545,4255,33,6.6,208,48,0,9,4,8,18,4,0,0,0,0,0,0,0,0,0,0,16334,3279,34,6.8,242,55,0,4,9,4,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,16293,2628,35,7.0,230,64,0,5,12,7,17,5,0,0,0,0,0,0,0,0,0,1,18715,2340,37,7.4,237,43,0,12,5,14,23,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,0,17778,2033,34,6.8,202,55,0,10,7,14,50,8,0,0,0,0,0,0,0,1,1,0,17476,2966,35,7.0,252,52,0,7,10,8,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,1,17454,2679,36,7.2,227,52,0,7,4,7,15,2,0,0,0,0,0,0,0,1,1,0,15604,2809,36,7.2,247,48,0,4,7,3,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101,1,19647,5972,37,7.4,239,51,0,9,4,7,17,9,1,0,1,0,1,0,0,1,1,0,14236,3101,32,6.4,175,39,0,4,9,3,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102,1,16444,2509,36,7.2,250,58,0,3,1,3,14,4,0,0,0,0,0,0,0,0,0,0,13867,2207,35,7.0,186,53,0,1,3,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,16181,2041,35,7.0,219,41,0,7,9,2,16,2,0,0,0,0,0,0,0,0,0,0,18080,1375,35,7.0,223,70,0,9,7,7,19,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,0,15933,2848,34,6.8,212,45,0,6,7,2,16,6,0,0,0,0,0,0,0,1,1,0,16812,3012,35,7.0,221,52,0,7,6,7,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
105,1,15931,2393,34,6.8,225,47,0,5,3,3,19,3,0,0,0,0,0,0,0,0,0,0,16622,3452,33,6.6,239,39,0,3,5,3,25,4,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
106,0,15691,4616,35,7.0,252,62,0,2,7,1,14,8,0,0,0,0,0,0,0,1,1,0,17614,3799,36,7.2,243,44,0,7,2,7,27,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
107,1,16462,2742,35,7.0,231,36,0,7,3,7,17,6,0,0,0,0,0,0,0,0,0,0,15187,2487,36,7.2,222,64,0,3,7,2,61,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108,1,18247,3972,34,6.8,220,45,0,10,6,16,30,5,0,0,0,0,0,0,0,0,0,1,15430,1785,32,6.4,200,28,0,6,10,4,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,15842,1422,35,7.0,221,49,0,5,9,5,21,5,0,0,0,0,0,0,0,0,0,0,17215,2218,34,6.8,221,52,0,9,5,10,20,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110,1,17261,6156,37,7.4,220,52,0,9,5,8,24,8,0,0,0,0,0,0,0,1,1,0,17457,1787,35,7.0,262,54,0,5,9,6,21,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,1,15892,4212,34,6.8,243,52,0,3,7,5,13,0,0,0,0,0,0,0,0,0,0,0,18270,4240,36,7.2,259,60,0,7,3,7,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,15449,2309,35,7.0,250,57,0,2,1,2,11,1,0,0,0,0,0,0,0,0,0,0,15210,3930,36,7.2,257,74,0,1,2,1,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,17328,2928,36,7.2,248,64,0,8,8,6,21,5,0,0,0,0,0,0,0,1,1,0,17836,3876,36,7.2,257,34,0,8,8,12,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114,0,15655,1795,35,7.0,276,60,0,1,4,2,16,3,0,0,0,0,0,0,0,0,0,0,16130,2805,36,7.2,229,56,0,4,1,6,18,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115,1,19095,2245,36,7.2,246,60,0,10,3,15,21,5,0,0,0,0,0,0,0,1,1,1,15154,3544,33,6.6,231,48,0,3,10,4,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116,1,17827,3352,37,7.4,260,48,0,7,3,8,22,7,0,0,0,0,0,0,0,0,0,0,15526,1631,34,6.8,239,75,0,3,7,4,25,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
117,1,18631,4791,36,7.2,229,46,0,8,6,11,15,7,0,0,0,0,0,0,0,0,0,1,16763,3778,36,7.2,244,52,0,6,8,5,18,3,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
118,1,16042,2462,36,7.2,272,62,0,3,2,4,27,6,0,0,0,0,0,0,0,1,1,1,14830,2788,35,7.0,233,53,0,2,3,2,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119,0,14915,1415,30,6.0,208,39,0,4,8,6,21,7,0,0,0,0,0,0,0,0,0,0,16692,3592,35,7.0,260,43,0,8,4,3,19,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120,1,16453,2433,35,7.0,237,63,0,5,2,6,51,5,0,0,0,0,0,0,0,0,0,0,14491,3816,33,6.6,227,54,0,2,5,5,24,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
121,1,18812,917,37,7.4,240,71,0,9,6,8,18,1,0,0,0,0,0,0,0,0,0,0,16652,3677,35,7.0,234,61,0,6,9,6,17,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
122,0,15936,1616,34,6.8,224,52,0,6,9,6,30,7,0,0,0,0,0,0,0,0,0,1,18155,2815,36,7.2,235,48,0,9,6,8,18,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123,0,14376,2981,33,6.6,161,40,0,5,7,9,17,3,0,0,0,0,0,0,0,0,0,0,17878,4928,36,7.2,244,68,0,7,5,7,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,16089,2889,33,6.6,219,31,0,6,5,4,23,2,0,0,0,0,0,0,0,0,0,1,15561,4601,34,6.8,217,51,0,5,6,3,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,14118,2433,33,6.6,227,51,0,2,8,0,51,10,0,0,0,0,0,0,0,0,0,0,17042,4127,35,7.0,216,32,0,8,2,12,47,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
126,1,17571,3046,37,7.4,269,62,0,6,2,5,21,7,0,0,0,0,0,0,0,1,1,0,14348,2498,34,6.8,226,41,0,2,6,5,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
127,1,18502,3902,37,7.4,235,56,0,10,2,13,17,4,0,0,0,0,0,0,0,1,1,0,14467,3542,33,6.6,265,28,0,2,10,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
128,1,16413,2083,35,7.0,254,50,0,5,1,5,18,3,0,0,0,0,0,0,0,1,1,0,14737,2252,34,6.8,237,62,0,1,5,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129,0,14567,3352,35,7.0,215,57,0,2,4,2,17,8,0,0,0,0,0,0,0,0,0,0,16516,2386,35,7.0,271,44,0,4,2,5,24,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130,1,18203,4013,35,7.0,228,68,0,9,3,21,53,2,0,0,0,0,0,0,0,1,1,0,15472,3812,33,6.6,251,44,0,3,9,8,16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
131,0,16652,2242,36,7.2,221,60,0,7,3,9,83,5,0,0,0,0,0,0,0,1,1,0,17641,2066,34,6.8,277,52,0,3,7,2,42,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
132,1,16246,2671,35,7.0,239,36,0,5,7,8,22,2,0,0,0,0,0,0,0,1,1,0,16771,1631,35,7.0,225,52,0,7,5,10,19,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133,1,18178,4297,34,6.8,219,37,0,9,4,18,19,6,0,0,0,0,0,0,0,0,0,0,15168,1475,33,6.6,207,57,0,4,9,4,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1,18601,2171,35,7.0,247,43,0,10,4,11,28,2,0,0,0,0,0,0,0,1,1,0,15728,1868,35,7.0,219,56,0,4,10,3,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
135,1,17564,1944,35,7.0,242,59,0,6,7,10,26,10,0,0,0,0,0,0,0,0,0,0,17457,3602,35,7.0,236,44,0,7,6,7,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,14610,2765,33,6.6,196,40,0,5,6,3,19,8,0,0,0,0,0,0,0,0,0,0,16475,6705,37,7.4,203,56,0,6,5,7,22,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137,0,15814,2149,33,6.6,189,59,0,7,9,7,46,7,0,0,0,0,0,0,0,0,0,0,20449,1849,37,7.4,272,69,0,9,7,8,50,12,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
138,1,18823,2527,37,7.4,255,66,0,10,3,8,19,6,0,0,0,0,0,0,0,0,0,0,15100,3675,32,6.4,231,40,0,3,10,5,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1,14866,2186,32,6.4,231,40,0,2,0,5,20,7,0,0,0,0,0,0,0,1,1,0,14633,2503,34,6.8,253,59,0,0,2,0,72,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
140,1,17408,1453,35,7.0,245,40,0,8,6,6,17,6,0,0,0,0,0,0,0,0,0,0,16463,4513,34,6.8,223,40,0,6,8,5,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,14720,2390,33,6.6,204,64,0,2,2,2,17,6,0,0,0,0,0,0,0,1,1,0,15044,1849,34,6.8,242,52,0,2,2,3,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
142,0,18132,2707,36,7.2,220,56,0,11,5,11,22,6,0,0,0,0,0,0,0,0,0,0,15819,1894,35,7.0,191,60,0,5,11,3,67,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1,19722,7347,37,7.4,212,44,0,14,4,20,20,1,0,0,0,0,0,0,0,1,1,0,14068,2368,33,6.6,207,32,0,4,14,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
144,0,14099,1709,33,6.6,205,49,0,2,6,2,16,4,0,0,0,0,0,0,0,0,0,0,16348,1363,32,6.4,226,40,0,6,2,10,20,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
145,1,20020,4145,37,7.4,231,47,0,15,6,24,18,7,0,0,0,0,0,0,0,0,0,0,17472,2112,35,7.0,219,65,0,6,15,6,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1,16396,3901,35,7.0,250,60,0,5,3,5,14,6,0,0,0,0,0,0,0,1,1,0,15744,3459,33,6.6,254,44,0,3,5,6,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147,1,17242,4322,34,6.8,224,46,0,7,8,10,19,4,0,0,0,0,0,0,0,0,0,0,17460,2235,35,7.0,218,58,0,8,7,15,16,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
148,1,16929,2194,36,7.2,253,30,0,7,5,7,27,6,0,0,0,0,0,0,0,0,0,0,15655,1380,33,6.6,225,52,0,5,7,8,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1,17191,2366,36,7.2,273,63,0,6,1,6,17,4,0,0,0,0,0,0,0,0,0,1,14327,2630,34,6.8,237,44,0,1,6,2,21,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
150,1,15554,1814,35,7.0,239,53,0,3,7,3,16,8,0,0,0,0,0,0,0,0,0,0,17913,4613,35,7.0,249,46,0,7,3,5,21,5,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
151,1,19470,4895,37,7.4,243,70,0,10,2,16,23,3,0,0,0,0,0,0,0,1,1,1,14388,1568,31,6.2,220,38,0,2,10,4,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
152,1,14583,1458,34,6.8,224,63,0,2,8,3,16,2,0,0,0,0,0,0,0,0,0,0,16783,3773,35,7.0,223,35,0,8,2,11,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,15887,2627,32,6.4,237,47,0,5,14,11,15,7,0,0,0,0,0,0,0,0,0,0,19726,4561,36,7.2,220,54,0,14,5,27,30,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
154,0,12955,2660,28,5.6,148,49,0,2,14,1,16,0,0,0,0,0,0,0,0,0,0,0,22400,6792,37,7.4,251,45,0,14,2,14,16,4,1,0,3,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
155,1,17130,1848,37,7.4,245,44,0,7,2,9,14,5,0,0,0,0,0,0,0,0,0,1,14823,1563,34,6.8,233,64,0,2,7,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,16254,5629,34,6.8,219,55,0,6,3,12,20,7,0,0,0,0,0,0,0,0,0,1,15278,2441,33,6.6,241,45,0,3,6,4,26,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
157,0,15350,630,33,6.6,192,36,0,5,10,7,18,3,0,0,0,0,0,0,0,0,0,0,18521,3886,37,7.4,231,44,0,10,5,9,18,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
158,1,18589,1419,35,7.0,223,49,0,9,5,15,20,3,0,0,0,0,0,0,0,1,1,0,15128,3503,32,6.4,223,39,0,5,9,5,18,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
159,1,17460,1335,37,7.4,240,48,0,7,3,9,38,4,0,0,0,0,0,0,0,1,1,0,15794,3169,36,7.2,243,53,0,3,7,3,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
160,0,14017,3967,34,6.8,237,39,0,1,6,1,19,3,0,0,0,0,0,0,0,1,1,0,18048,5473,37,7.4,254,52,0,6,1,4,21,6,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
161,1,20232,4607,37,7.4,259,45,0,10,2,10,41,0,1,0,1,0,1,0,0,0,0,1,14637,2047,33,6.6,229,50,0,2,10,1,20,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
162,0,15711,3634,35,7.0,237,49,0,4,4,7,54,4,0,0,0,0,0,0,0,0,0,0,16722,3897,38,7.6,269,66,0,4,4,5,50,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
163,0,16063,3588,33,6.6,232,41,0,6,7,7,16,5,0,0,0,0,0,0,0,0,0,1,18710,5090,37,7.4,260,64,0,7,6,6,25,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
164,1,17722,5682,35,7.0,244,67,0,7,8,8,16,8,0,0,0,0,0,0,0,0,0,1,18028,2088,35,7.0,250,57,0,8,7,12,22,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165,1,17599,2889,34,6.8,260,38,0,8,7,10,24,6,0,0,0,0,0,0,0,0,0,1,17067,3237,34,6.8,226,39,0,7,8,9,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0,15967,2606,34,6.8,199,56,0,6,9,10,17,6,0,0,0,0,0,0,0,0,0,1,18283,2858,36,7.2,221,59,0,9,6,16,68,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
167,1,16824,2659,33,6.6,182,38,0,8,10,14,20,2,0,0,0,0,0,0,0,0,0,0,17726,1941,33,6.6,214,40,0,10,8,17,15,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
168,0,16025,2043,35,7.0,241,58,0,4,2,4,39,5,0,0,0,0,0,0,0,1,1,1,15342,3442,34,6.8,235,48,0,2,4,3,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169,1,17713,3158,38,7.6,254,52,0,7,2,3,38,3,0,0,0,0,0,0,0,0,0,0,14760,1950,33,6.6,237,48,0,2,7,2,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,15327,1202,32,6.4,208,46,0,4,7,9,23,7,0,0,0,0,0,0,0,0,0,0,17437,3247,35,7.0,220,52,0,7,4,14,19,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
171,1,17254,5229,36,7.2,287,68,0,4,0,4,36,9,0,0,0,0,0,0,0,1,1,1,14545,3220,35,7.0,257,62,0,0,4,0,63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
172,1,16116,1816,35,7.0,254,40,0,4,8,4,16,4,0,0,0,0,0,0,0,0,0,0,16882,2657,36,7.2,214,40,0,8,4,13,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,1,15530,1905,35,7.0,274,56,0,2,4,2,18,5,0,0,0,0,0,0,0,0,0,1,15890,2615,37,7.4,246,68,0,4,2,3,21,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
174,1,15360,3135,33,6.6,245,52,0,2,5,4,39,6,0,0,0,0,0,0,0,0,0,0,16272,1167,36,7.2,253,46,0,5,2,3,38,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
175,0,15347,2867,36,7.2,220,80,0,2,5,3,20,5,0,0,0,0,0,0,0,0,0,0,16753,3573,37,7.4,251,52,0,5,2,6,22,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
176,0,14513,3243,33,6.6,248,53,0,1,3,0,17,3,0,0,0,0,0,0,0,0,0,1,15880,4005,35,7.0,263,51,0,3,1,6,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1,14655,3055,35,7.0,238,41,0,2,4,1,22,7,0,0,0,0,0,0,0,0,0,0,15993,2908,34,6.8,236,62,0,4,2,4,20,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
178,1,16911,4426,34,6.8,222,29,0,8,6,10,24,9,0,0,0,0,0,0,0,1,1,0,16843,2443,34,6.8,239,39,0,6,8,6,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
179,1,17896,2976,36,7.2,249,57,0,7,3,8,43,6,0,0,0,0,0,0,0,0,0,1,15145,2855,34,6.8,230,44,0,3,7,5,14,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
180,1,16445,2525,35,7.0,243,51,0,5,3,4,25,8,0,0,0,0,0,0,0,0,0,0,14362,1712,33,6.6,223,49,0,3,5,3,70,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,17138,2053,37,7.4,266,61,0,5,0,12,26,3,0,0,0,0,0,0,0,1,1,0,13765,1090,32,6.4,242,52,0,0,5,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
182,0,13742,317,33,6.6,224,54,0,0,7,0,13,7,0,0,0,0,0,0,0,0,0,1,17769,4664,38,7.6,252,57,0,7,0,8,21,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
183,0,15835,3395,36,7.2,256,54,0,3,4,4,14,10,0,0,0,0,0,0,0,1,1,0,15995,2570,34,6.8,262,44,0,4,3,8,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
184,0,17462,1412,34,6.8,232,51,0,7,7,13,16,5,0,0,0,0,0,0,0,0,0,1,16984,2229,34,6.8,241,64,0,7,7,11,26,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
185,0,16869,2999,35,7.0,234,67,0,5,8,4,13,2,0,0,0,0,0,0,0,0,0,0,16927,3312,34,6.8,240,40,0,8,5,14,19,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
186,0,16629,2379,35,7.0,238,53,0,3,2,2,37,5,1,0,1,0,1,0,0,0,0,1,15471,4221,35,7.0,261,54,0,2,3,3,40,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
187,1,18534,5399,38,7.6,233,44,0,13,1,11,17,2,0,0,0,0,0,0,0,1,1,0,14405,2275,32,6.4,198,52,0,1,13,1,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
188,1,18131,2661,36,7.2,237,52,0,9,6,17,23,8,0,0,0,0,0,0,0,0,0,1,15495,2475,34,6.8,208,48,0,6,9,10,64,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
189,0,14090,1135,30,6.0,188,32,0,3,12,3,13,4,0,0,0,0,0,0,0,0,0,0,19025,3065,35,7.0,242,41,0,12,3,14,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,15607,1037,35,7.0,233,52,0,4,7,3,17,2,0,0,0,0,0,0,0,0,0,0,16713,2878,36,7.2,241,50,0,7,4,11,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,15488,2773,35,7.0,257,51,0,3,6,3,16,5,0,0,0,0,0,0,0,0,0,1,16968,2868,35,7.0,242,48,0,6,3,9,21,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
192,1,17684,3044,37,7.4,220,64,0,9,7,13,17,5,0,0,0,0,0,0,0,0,0,0,17054,3024,36,7.2,208,52,0,7,9,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,1,16434,3034,35,7.0,188,37,0,7,14,8,14,5,0,0,0,0,0,0,0,0,0,0,20739,5454,36,7.2,234,47,0,14,7,12,21,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,14662,1747,30,6.0,155,38,0,5,8,8,49,4,0,0,0,0,0,0,0,0,0,1,17433,3958,32,6.4,225,44,0,8,5,13,20,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
195,0,16575,1680,32,6.4,170,44,0,7,17,9,13,5,0,0,0,0,0,0,0,0,0,0,21913,3515,38,7.6,255,39,0,17,7,15,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,15234,2064,34,6.8,240,40,0,4,3,7,16,5,0,0,0,0,0,0,0,0,0,0,15875,1685,36,7.2,247,52,0,3,4,7,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1,17497,3457,33,6.6,193,53,0,10,8,12,18,4,0,0,0,0,0,0,0,1,1,0,17731,2486,33,6.6,221,40,0,8,10,6,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
